Date,Ligne,Heure_Départ,Heure_Arrivée,Passagers,Capacité,Carburant_L,Distance_km,Panne,Retard,Plaintes,Remplissage (%),Consommation_par_km,Emissions_CO2_kg,Météo,Type_Voiture,Vacances,Week-end,Heure_Pointe,Dépenses_Maintenance,Satisfaction_Client
2025-12-08,Mahamasina – 67Ha,19:15,20:42,27,35,14.5,14,Non,Oui,1,77.1,1.04,38.9,Brouillard,5 places,Oui,Non,Non,25191.21,5
2025-12-09,Ankorondrano – Itaosy,11:45,12:49,14,30,11.6,15,Non,Non,0,46.7,0.77,31.1,Soleil,5 places,Non,Non,Non,35039.75,1
2025-12-10,Ankorondrano – Itaosy,19:00,19:51,12,30,16.4,19,Oui,Non,2,40.0,0.86,44.0,Soleil,7 places,Non,Non,Non,33961.0,1
2025-12-11,Analakely – Ankatso,05:00,06:20,8,40,9.5,11,Non,Non,1,20.0,0.86,25.5,Pluie,7 places,Non,Non,Non,25312.42,2
2025-12-12,Ambohijatovo – Anosizato,18:30,19:57,34,40,11.0,17,Non,Non,1,85.0,0.65,29.5,Soleil,7 places,Non,Non,Non,39302.83,3
2025-12-13,Andavamamba – Ivato,11:00,12:06,30,35,11.6,17,Non,Oui,1,85.7,0.68,31.1,Brouillard,12 places,Oui,Non,Oui,8573.87,1
2025-12-14,Andavamamba – Ivato,12:00,13:28,17,25,15.7,18,Non,Non,0,68.0,0.87,42.1,Pluie,12 places,Oui,Non,Oui,48913.94,4
2025-12-15,Ambohijatovo – Anosizato,11:15,12:20,8,40,17.9,13,Non,Non,1,20.0,1.38,48.0,Orage,9 places,Oui,Non,Non,29300.54,1
2025-12-16,Mahamasina – 67Ha,15:00,15:39,11,40,9.4,15,Non,Non,0,27.5,0.63,25.2,Pluie,5 places,Non,Non,Oui,29357.0,3
2025-12-17,Andavamamba – Ivato,11:00,12:06,30,35,11.6,17,Non,Oui,1,85.7,0.68,31.1,Brouillard,12 places,Oui,Non,Oui,8573.87,1
2025-12-18,Analakely – Ankatso,17:45,18:51,26,30,12.0,13,Non,Non,1,86.7,0.92,32.2,Vent fort,12 places,Oui,Non,Oui,17268.08,1
2025-12-19,Andavamamba – Ivato,10:30,11:02,33,35,13.4,16,Non,Non,1,94.3,0.84,35.9,Soleil,9 places,Non,Oui,Non,48568.7,5
2025-12-20,Analakely – Ankatso,15:15,16:27,26,40,17.8,17,Non,Oui,0,65.0,1.05,47.7,Orage,9 places,Oui,Oui,Oui,21696.74,5
2025-12-21,Analakely – Ankatso,15:45,17:14,18,40,13.4,11,Non,Oui,1,45.0,1.22,35.9,Pluie,5 places,Oui,Oui,Oui,34453.0,4
2025-12-22,Ankorondrano – Itaosy,09:45,10:39,31,40,12.8,20,Non,Non,1,77.5,0.64,34.3,Soleil,9 places,Non,Non,Non,13348.65,1
2025-12-23,Mahamasina – 67Ha,16:30,17:25,7,30,9.0,14,Non,Oui,1,23.3,0.64,24.1,Brouillard,9 places,Non,Non,Oui,12560.64,2
2025-12-24,Analakely – Ankatso,20:15,21:34,24,25,11.5,15,Non,Non,1,96.0,0.77,30.8,Soleil,12 places,Oui,Non,Oui,22662.21,5
2025-12-25,Analakely – Ankatso,20:15,21:34,24,25,11.5,15,Non,Non,1,96.0,0.77,30.8,Soleil,12 places,Oui,Non,Oui,22662.21,5
2025-12-26,Mahamasina – 67Ha,19:15,20:14,5,25,15.3,14,Non,Non,1,20.0,1.09,41.0,Soleil,7 places,Non,Non,Oui,14864.63,2
2025-12-27,Ambohijatovo – Anosizato,05:15,06:13,40,40,15.0,14,Oui,Non,0,100.0,1.07,40.2,Brouillard,7 places,Oui,Non,Non,12971.74,4
2025-12-28,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2025-12-29,Ambohijatovo – Anosizato,17:00,17:43,23,25,17.3,17,Oui,Non,3,92.0,1.02,46.4,Pluie,5 places,Non,Non,Non,36296.02,5
2025-12-30,Ankorondrano – Itaosy,08:00,08:34,26,40,9.4,15,Non,Non,0,65.0,0.63,25.2,Brouillard,7 places,Non,Non,Non,20974.83,2
2025-12-31,Analakely – Ankatso,18:30,19:49,12,40,17.3,12,Non,Non,0,30.0,1.44,46.4,Orage,5 places,Oui,Non,Oui,41863.5,1
2026-01-01,Andavamamba – Ivato,10:45,11:31,18,25,10.9,11,Oui,Oui,4,72.0,0.99,29.2,Pluie,7 places,Oui,Non,Non,34782.76,4
2026-01-02,Ankorondrano – Itaosy,12:15,13:20,16,35,12.8,16,Non,Non,0,45.7,0.8,34.3,Brouillard,12 places,Non,Non,Non,14006.76,5
2026-01-03,Andavamamba – Ivato,14:00,15:00,21,30,8.1,15,Non,Non,1,70.0,0.54,21.7,Pluie,5 places,Oui,Non,Oui,32000.92,5
2026-01-04,Mahamasina – 67Ha,06:15,07:07,15,40,17.4,11,Oui,Non,1,37.5,1.58,46.6,Soleil,7 places,Non,Non,Oui,18640.78,1
2026-01-05,Andavamamba – Ivato,09:15,10:44,32,35,12.2,10,Oui,Non,1,91.4,1.22,32.7,Soleil,7 places,Oui,Non,Oui,16595.73,1
2026-01-06,Analakely – Ankatso,14:00,14:59,8,25,13.7,15,Non,Non,1,32.0,0.91,36.7,Vent fort,9 places,Non,Non,Non,19985.09,5
2026-01-07,Ankorondrano – Itaosy,07:00,07:51,21,35,12.6,18,Oui,Oui,0,60.0,0.7,33.8,Orage,9 places,Oui,Non,Non,18543.36,2
2026-01-08,Ankorondrano – Itaosy,13:30,14:22,30,40,11.5,19,Non,Oui,3,75.0,0.61,30.8,Vent fort,5 places,Non,Non,Oui,38872.25,1
2026-01-09,Andavamamba – Ivato,16:45,17:18,34,40,15.3,15,Non,Non,1,85.0,1.02,41.0,Soleil,12 places,Oui,Oui,Oui,43896.12,3
2026-01-10,Ambohijatovo – Anosizato,05:30,06:19,21,25,13.9,12,Non,Non,1,84.0,1.16,37.3,Brouillard,9 places,Oui,Oui,Oui,9563.94,4
2026-01-11,Analakely – Ankatso,07:15,08:44,6,25,13.2,11,Oui,Non,0,24.0,1.2,35.4,Vent fort,7 places,Non,Oui,Non,42017.64,5
